"DocType:","Generic Drug Name","","","","","","","","","","","","~","Generic Drug Formula Link","preparation","~","Generic Drug Route","route","~","Generic Drug UOM","drug_uom","","~","Generic Name Formulation","generic_name_formulation","","","","","","","","","","","~","Age Weight Band Details","ageweight_band","","","","","","","","","","","","","","","","","~","GCH Standard Guideline Detail","gch_standard_treatment_guideline_detail","","","","","","","~","GCH Standard Guideline Detail","diagnosis","","","","","",""
"Column Labels:","ID","Code","Generic Name","Main Category","Classification","Sub Classification","Is Triage Medication","Is Controlled Drug","Is High Alert","Emergency Medication","Kranium Code","Kranium Name","","ID","Generic Drug Formula","","ID","Drug Route","","ID","Preparation","UOM","","ID","Route","Preparation","Min Dose","Max Dose","UOM","Absolute Max","Frequency","Period Type","Min Duration","Max Duration","Label","","ID","Route","Preparation","A. Operation","Age","Type","W/A. Operation","W. Operation","Min Dose","Max Dose","UOM","Weight","Absolute Max","Frequency","Period","Min Duration","Max Duration","Label","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description"
"Column Name:","name","code","generic_name","main_category","classification","sub_classification","is_triage_medication","is_controlled_drug","is_high_alert","emergency_medication","kranium_code","kranium_name","~","name","generic_drug_formula","~","name","drug_route","~","name","preparation","uom","~","name","route","preparation","minimum_dose","maximum_dose","uom","absolute_maximum","frequency","period_type","min_duration","max_duration","label","~","name","route","preparation","a_operation","age","type","wa_operation","w_operation","min_dose","max_dose","uom","weight","absolute_max","frequency","period","min_duration","max_duration","label","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description"
"Mandatory:","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","","Yes","Yes","","Yes","Yes","","Yes","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No"
"Type:","Data","Link","Data","Link","Select","Select","Check","Check","Check","Check","Data","Data","","Data","Link","","Data","Link","","Data","Link","Link","","Data","Link","Link","Float","Float","Link","Float","Int","Select","Int","Int","Data","","Data","Link","Link","Select","Data","Select","Select","Select","Data","Data","Link","Data","Data","Int","Select","Int","Int","Data","","Data","Link","Data","Link","Link","Data","Link","Data","","Data","Link","Data","Link","Link","Data","Link","Data"
"Info:","","Valid Medical Code","","Valid Generic Main Category","","","0 or 1","0 or 1","0 or 1","0 or 1","","","","","Valid Drug Formula","","","Valid Drug Route","","","Valid Drug Formula","Valid UOM","","","Valid Drug Route","Valid Drug Formula","","","Valid UOM","","Integer","One of: Hours, Days, Weeks","Integer","Integer","","","","Valid Drug Route","Valid Drug Formula","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","One of: Days, Weeks, Months, Years","One of: Or, And","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","","Valid UOM","","","Integer","One of: Day, Week, Month, Year","Integer","Integer","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name",""
"Start entering data below this line"
"","""ATC A07EA07 - beclometasone""","ATC A07EA07","beclometasone","UploadData","UploadData","",0,0,0,0,"GEN0082","Beclometasone","","""fd7329bdc9""","UploadData","","""48b4c8d2bc""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R03CC12 - bambuterol""","ATC R03CC12","bambuterol","UploadData","UploadData","",0,0,0,0,"GEN0080","Bambuterol","","""26b68631d9""","UploadData","","""eb9ff77e80""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M03BX01 - baclofen""","ATC M03BX01","baclofen","UploadData","UploadData","",0,0,0,0,"GEN0079","Baclofen","","""32f12f15f8""","UploadData","","""cbc388c8d2""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01FA10 - Azithromycin""","ATC J01FA10","Azithromycin
","UploadData","UploadData","",0,0,0,0,"GEN0076","Azithromycin","","""144bccdedf""","UploadData","","""4fb5c3d330""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L04AX01 - azathioprine""","ATC L04AX01","azathioprine","UploadData","UploadData","",0,0,0,0,"GEN0074","Azathioprine","","""e83962d82e""","UploadData","","""fd7634b37f""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A03BA01 - atropine""","ATC A03BA01","atropine","UploadData","UploadData","",0,0,0,0,"GEN0073","ATROPINE","","""b7a04df0d2""","UploadData","","""2a30a0815c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M03AC04 - atracurium""","ATC M03AC04","atracurium","UploadData","UploadData","",0,0,0,0,"GEN0072","Atracurium","","""b9fb3aa577""","UploadData","","""fe8fa4b137""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C10AA05 - atorvastatin""","ATC C10AA05","atorvastatin","UploadData","UploadData","",0,0,0,0,"GEN0070","ATORVASTATIN","","""7e720bc00a""","UploadData","","""b17d567389""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06BA09 - atomoxetine""","ATC N06BA09","atomoxetine","UploadData","UploadData","",0,0,0,0,"GEN0069","Atomoxetine","","""d3a132083f""","UploadData","","""dff832ffa1""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C07AB03 - atenolol""","ATC C07AB03","atenolol","UploadData","UploadData","",0,0,0,0,"GEN0066","Atenolol","","""7fbacc245f""","UploadData","","""d214ebaf74""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC P01BE03 - artesunate""","ATC P01BE03","artesunate","UploadData","UploadData","",0,0,0,0,"GEN0063","Artesunate","","""7e107de427""","UploadData","","""42c970aff7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01CA01 - ampicillin""","ATC J01CA01","ampicillin","UploadData","UploadData","",0,0,0,0,"GEN0049","Ampicillin","","""e67bab6696""","UploadData","","""055da2e07d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C08CA01 - amlodipine""","ATC C08CA01","amlodipine","UploadData","UploadData","",0,0,0,0,"GEN0037","AmLODIPine","","""3d26d6e521""","UploadData","","""dd557d070d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06AA09 - amitriptyline""","ATC N06AA09","amitriptyline","UploadData","UploadData","",0,0,0,0,"GEN0036","Amitriptyline","","""2cd7e2331f""","UploadData","","""cf6738bfbf""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01BD01 - amiodarone""","ATC C01BD01","amiodarone","UploadData","UploadData","",0,0,0,0,"GEN0035","AMIODARONE","","""cb1a77f420""","UploadData","","""9c15df96ac""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R03DA05 - aminophylline""","ATC R03DA05","aminophylline","UploadData","UploadData","",0,0,0,0,"GEN0033","AMINOPHYLLINE","","""d83a033a13""","UploadData","","""9ec8776f59""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D06AX12 - amikacin""","ATC D06AX12","amikacin","UploadData","UploadData","",0,0,0,0,"GEN0029","AMIKACIN","","""1bcf77b23e""","UploadData","","""7ecb30a792""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R05CB06 - ambroxol""","ATC R05CB06","ambroxol","UploadData","UploadData","",0,0,0,0,"GEN0027","AMBROXOL","","""8a0f288db7""","UploadData","","""a950be6973""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N05BA12 - alprazolam""","ATC N05BA12","alprazolam","UploadData","UploadData","",0,0,0,0,"GEN0024","ALPRAZolam","","""320de8d967""","UploadData","","""f1c68a1d5d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M04AA01 - allopurinol""","ATC M04AA01","allopurinol","UploadData","UploadData","",0,0,0,0,"GEN0021","ALLOPURINOL","","""ee31e98860""","UploadData","","""a747742172""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G04CA01 - alfuzosin""","ATC G04CA01","alfuzosin","UploadData","UploadData","",0,0,0,0,"GEN0019","ALFUZOSIN","","""043471f028""","UploadData","","""8ba1e72ab3""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A11CC03 - alfacalcidol""","ATC A11CC03","alfacalcidol","UploadData","UploadData","",0,0,0,0,"GEN0017","ALFACALCIDOL","","""f8d051ee78""","UploadData","","""e5697e3a1f""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC P02CA03 - albendazole""","ATC P02CA03","albendazole","UploadData","UploadData","",0,0,0,0,"GEN0015","ALBENDAZOLE","","""3bd5c6d987""","UploadData","","""188c629049""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01EB10 - adenosine""","ATC C01EB10","adenosine","UploadData","UploadData","",0,0,0,0,"GEN0012","ADENOSINE","","""d47092e053""","UploadData","","""86d4e1a3b9""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D10AD03 - adapalene""","ATC D10AD03","adapalene","UploadData","UploadData","",0,0,0,0,"GEN0011","ADAPALENE","","""6f01b7b55c""","UploadData","","""f40abde6d6""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D06BB03 - aciclovir""","ATC D06BB03","aciclovir","UploadData","UploadData","",0,0,0,0,"GEN0009","ACICLOVIR","","""098c6c27e8""","UploadData","","""fd8c88deba""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R05CB01 - acetylcysteine""","ATC R05CB01","acetylcysteine","UploadData","UploadData","",0,0,0,0,"GEN0008","acetylCYSTEINE","","""01c42a5a39""","UploadData","","""4b24e5286a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S01EC01 - acetazolamide""","ATC S01EC01","acetazolamide","UploadData","UploadData","",0,0,0,0,"GEN0005","acetaZOLAMIDE","","""7fc108b9d1""","UploadData","","""2590f16bba""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D11AC30 - others""","ATC D11AC30","others","UploadData","UploadData","",0,0,0,0,"GEN0001","others","","""bb81b09b92""","UploadData","","""3165e133cf""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC P01BC01 - quinine""","ATC P01BC01","quinine","ANTI-INFECTIVES","Antiprotozoals","Antimalarials",0,0,0,0,"","","","""769b970962""","Capsule","","""e093a74a10""","Injection","","""fb21f00116""","Syrup","ml","","""6d81b8d708""","Oral","Tablet",0.0,5.0,"",75.0,3,"Days",4,5,"","","""4704d7d0bb""","Oral","Tablet","Less than","10","Years","Or","Less than","2","3","","30","45",2,"Day",3,5,"","","""d37b2cb914""","Tablet","quinine","ICD-11 1F43","GCHSTG - 1F43","1F43","ATC P01BC01 - quinine","Malaria due to Plasmodium ovale","","","","","","","","",""
"","","","","","","","","","","","","","","""470d8f150f""","Tablet","","""ab6642e9f9""","Oral","","""8602d3d67f""","Capsule","mg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","""4bb90d65ae""","Injection Fluid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","""4f25111844""","Syrup","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ICD-11-Medicaments XM3GB3 - Amodiaquine""","ICD-11-Medicaments XM3GB3","Amodiaquine","ANTI-INFECTIVES","Antiprotozoals","Antimalarials",0,0,0,0,"","","","""8846f8083b""","Powder","","""939c038745""","Parenteral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""814ba0e9f1""","Capsule","Amodiaquine","ATC J07AP01","GCHSTG - J07AP01","J07AP01","ICD-11-Medicaments XM3GB3 - Amodiaquine","typhoid, oral, live attenuated","","","","","","","","",""
"","","","","","","","","","","","","","","""df17f4424b""","Tablet","","""8152bc2a87""","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","""0c3b5137bd""","Syrup","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ICD-10-CM DSD345 - redse""","ICD-10-CM DSD345","redse","SKIN","Antibacterials","Emoillients",0,0,0,0,"","","","""962e3a04f6""","Capsule","","""d5f18de38d""","route","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J07AM - Tetanus vaccines""","ATC J07AM","Tetanus vaccines","CARDIOVASCULAR SYSTEM","Sympathomimetics","",0,0,0,0,"","","","""a2ea6d17a8""","Powder","","""5f7b16b840""","Injection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","""5fd874f582""","Capsule","","""a746c01b6b""","Cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ICD-11-Medicaments XM4G70 - Quetiapine""","ICD-11-Medicaments XM4G70","Quetiapine","CENTRAL NERVOUS SYSTEM","Antihistamine","Penicillins",0,0,0,0,"","","","""de5f0c796a""","Capsule","","""2ca1bb0cdd""","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""5df9cadfb0""","Tablet","Quetiapine","ICD-11 1F43","GCHSTG - 1F43","1F43","ICD-11-Medicaments XM4G70 - Quetiapine","Malaria due to Plasmodium ovale","","","","","","","","",""
"","","","","","","","","","","","","","","""737d516229""","Tablet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC V10AX06 - gold (198Au) colloidal""","ATC V10AX06","gold (198Au) colloidal","IMMUNOLOGICAL PRODUCTS AND VACCINES","Vaccines and Antisera","",0,0,0,0,"","","","""dde8cd52e7""","Injection Fluid","","""f187967db4""","Intramuscular (IM) injections","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ICD-11-Medicaments XM11S1 - Cefadroxil""","ICD-11-Medicaments XM11S1","Cefadroxil","ANTI-INFECTIVES","Antibacterials","Cephalosporins",0,0,0,0,"","","","""638da6d1d5""","Capsule","","""117d62dead""","Oral","","""6ff639a0ee""","Capsule","Milligram","","""6a94875b4b""","Oral","Syrup",150.0,150.0,"Millilitre",500.0,12,"Hours",5,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","""eec9acccbb""","Powder","","","","","""3f92f8924a""","Powder","Milligram","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","""a413b74c17""","Syrup","","","","","""13726de59b""","Syrup","Millilitre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ICD-11-Medicaments XM1329 - Azithromycin""","ICD-11-Medicaments XM1329","Azithromycin","SKIN","Anti-infective skin preparations","Antibacterial preparations",1,0,0,0,"","","","""ae58c01d89""","Powder","","""b85957ba62""","Injection","","""58e3190ca9""","Powder","Gram","","""e6bd9a3c78""","Injection","Powder",0.1,0.1,"",0.101,1,"",1,1,"One dose Intravenous injection","","""35b6ed8394""","Injection","Powder","Less than","","Years","Or","Less than","3","3.1","","30","3.3",1,"",1,2,"One dose Intravenous injection","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","""6c198a3d04""","Capsule","","""07cd415782""","Oral","","""ad58794fd5""","Capsule","Gram","","""18fc8e96de""","Oral","Capsule",0.04,0.04,"",0.041,3,"Days",4,6,"One Capsule given 3 times in a day after meals","","""ab79f0ac56""","Injection","Powder","Greater than or equal to","","Years","Or","Greater than or equal to","3.5","3.6","","30","3.7",1,"",1,1,"One dose Intravenous injection","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","""b5e029fed7""","Tablet","","","","","""a1acfc98dd""","Tablet","Gram","","""40e16c15f3""","Oral","Tablet",0.04,0.04,"",0.041,3,"Days",4,7,"One Tablet given 3 times in a day after meals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ICD-11-Medicaments XM0044 - Sucralfate""","ICD-11-Medicaments XM0044","Sucralfate","GASTROINTESTINAL SYSTEM","Antisecretory drugs and mucosal protectants","Helicobacter pylori infection",0,0,0,0,"","","","","","","""5e092dfe56""","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
